author,year,covidence_id,sub_shock,sub_gender,sub_indication,subgroup_level,measure,measure_short,pool,measure_details,test_used,test_used_abbreviation,test_subscale,data_type,cat_measure,test_cutoff,symptom_category,cutoff_notes,clin_sig,mild,mild_plus,mod,mod_plus,sev,v_sev,pool_mod_plus,comparison_group_yesno,comparison_group_detail,comparison_group,study_timepoint,timepoint,timepoint2,time_broad_numerical,time_broad_units,time_descriptive,time_average_type,time_average,time_average_units,time_variance_type,time_variance,time_variance_range_type,time_variance_ll,time_variance_ul,range_units,time_2,time_group1,time_group1_N,time_group2,time_group2_N,time_average2,time_variance2,time_variance_ll2,time_variance_ul2,time_group3,time_group3_N,time_average3,time_variance3,time_variance_ll3,time_variance_ul3,categorical_notes,N_with_condition,N_without_condition,percentage_with_condition,N_total,N_tot_notes,average_type,average,variance_type,variance,range_type,range_ll,range_ul,icd2,icd1_details,icd2_details,N_total_icd2,average_type_icd2,average_icd2,variance_type_icd2,variance_icd2,variance_range_type_icd2,variance_range_ll_icd2,variance_range_ul_icd2,icd3,icd3_details,N_total_icd3,average_type_icd3,average_icd3,variance_type_icd3,variance_icd3,variance_range_type_icd3,variance_range_ll_icd3,variance_range_ul_icd3,icd4,icd4_details,N_total_icd4,average_type_icd4,average_icd4,variance_type_icd4,variance_icd4,variance_range_type_icd4,variance_range_ll_icd4,variance_range_ul_icd4,categorical_notes_comparison,N_with_condition_comparison,N_without_condition_comparison,percentage_with_condition_comparison,N_total_comparison,average_type_comparison,average_comparison,variance_type_comparison,variance_comparison,range_type_comparison,range_ll_comparison,range_ul_comparison,cohen_d_comparison,group1_cohensd_N,group2_cohensd_N,higherscore_cohensd,p_cohens_d_comparison
Duru,2001,3095,Y,,,shock,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,1,,,2.3,year,all >6month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,mean,4.4,SD,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duru,2001,3095,Y,,,no shock,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,1,,,2.3,year,all >6month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,mean,6,SD,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duru,2001,3095,Y,,,shock,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cont,,,,,,,,,,,,,,,,1,,,2.3,year,all >6month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,mean,5.8,SD,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duru,2001,3095,Y,,,shock,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,>10,probable+,probable depressive disorder,1,,,,,,,,,,,1,,,2.3,year,all >6month,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duru,2001,3095,Y,,,no shock,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,>10,probable+,probable depressive disorder,1,,,,,,,,,,,1,,,2.3,year,all >6month,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duru,2001,3095,Y,,,shock,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,>10,probable+,probable anxiety disorder,1,,,,,,,,,,,1,,,2.3,year,all >6month,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duru,2001,3095,Y,,,no shock,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,>10,probable+,probable anxiety disorder,1,,,,,,,,,,,1,,,2.3,year,all >6month,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edelman,2007,2641,,,,,depression,d,,,Depression Anxiety Stress Scale,DASS,,cat,symptom,in clinically significant range,clinically significant,,1,,,,,,,,,,,1,1,1,,,prior to implantation,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edelman,2007,2641,,,,,anxiety,a,,,Depression Anxiety Stress Scale,DASS,,cat,symptom,in clinically significant range,clinically significant,,1,,,,,,,,,,,1,1,1,,,prior to implantation,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emons,2019,2619,,,,,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,≥8,clinical levels,,,,1,,,,,,,,,1,,,2,week,within 2 weeks post implantation,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emons,2019,2619,,,,,anxiety,a,,state anxiety,State-Trait Anxiety Inventory,STAI-S,state,cat,symptom,≥40,probable,probable clinical levels,1,,,,,,,,,,,1,,,2,week,within 2 weeks post implantation,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchet,2003,2429,,,,,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,≥11,significant levels,,1,,,,,,,,,,,1,5,5,,,post ICD (Unspecified),,,,,,,,,,,,,,,,,,,,,,,,,,7,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fitchet,2003,2429,,,,,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,≥11,significant levels,,1,,,,,,,,,,,1,5,5,,,post ICD (Unspecified),,,,,,,,,,,,,,,,,,,,,,,,,,11,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flemme,2012,2420,,,,,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,≥8,mild+,"reported by <7, 8-10, >10. Took all ≥8 to match other data",,,1,,,,,,,,,1,,,,,,mean,12.37,month,SD,5,,,,,,,,,,,,,,,,,,,,pooled 8-10 and >10 groups,50,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flemme,2012,2420,,,,,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,8-Oct,mild to moderate,borderline ill,,1,,,,,,,,,,1,,,,,,mean,12.37,month,SD,5,,,,,,,,,,,,,,,,,,,,,26,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flemme,2012,2420,,,,,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,>10,clinically significant,,1,,,,,,,,,,,1,,,,,,mean,12.37,month,SD,5,,,,,,,,,,,,,,,,,,,,,24,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flemme,2012,2420,,,,,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,≥8,mild+,"reported by <7, 8-10, >10. Took all ≥8 to match other data",,,1,,,,,,,,,1,,,,,,mean,12.37,month,SD,5,,,,,,,,,,,,,,,,,,,,pooled 8-10 and >10 groups,17,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flemme,2012,2420,,,,,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,8-Oct,mild to moderate,borderline ill,,1,,,,,,,,,,1,,,,,,mean,12.37,month,SD,5,,,,,,,,,,,,,,,,,,,,,16,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flemme,2012,2420,,,,,depression,d,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,>10,clinically significant,,1,,,,,,,,,,,1,,,,,,mean,12.37,month,SD,5,,,,,,,,,,,,,,,,,,,,,1,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford,2016,2402,,,,,ptsd,p,,"self-report measure of PTSD symptoms based on criteria according to the Diagnostic and Statistical Manual of Mental Disorders(4th ed.; American Psychiatric Association, 1994) for PTSD. Respondents were asked to complete the questionnaire “with respect to your arrhythmia (i.e., heart rhythm problem) or its treatment (i.e., having an ICD).”",Impact of Event Scale-Revised,IES-R,,cat,symptom,>1.5,high,high PTSD symptoms,1,,,,,,,,,,,2,4,4,,,baseline + 12 months,,,,,,,,,,,,,,,,,,,,,,,,,Fig 1?,19,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford,2016,2402,,,,,ptsd,p,,"self-report measure of PTSD symptoms based on criteria according to the Diagnostic and Statistical Manual of Mental Disorders(4th ed.; American Psychiatric Association, 1994) for PTSD. Respondents were asked to complete the questionnaire “with respect to your arrhythmia (i.e., heart rhythm problem) or its treatment (i.e., having an ICD).”",Impact of Event Scale-Revised,IES-R,,cont,,,,,,,,,,,,,,,,1,2,2,,,within 2 months of ICD implantation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,mean,2.08,SD,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford,2016,2402,,,,,ptsd,p,,"self-report measure of PTSD symptoms based on criteria according to the Diagnostic and Statistical Manual of Mental Disorders(4th ed.; American Psychiatric Association, 1994) for PTSD. Respondents were asked to complete the questionnaire “with respect to your arrhythmia (i.e., heart rhythm problem) or its treatment (i.e., having an ICD).”",Impact of Event Scale-Revised,IES-R,,cont,,,,,,,,,,,,,,,,2,4,4,,,baseline + 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,mean,1.49,SD,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,2009,2384,,,,,depression,d,,,Beck Depression Inventory,BDI,,cat,symptom,≥10,possible+,possible presence of depression,,,1,,,,,,,,,1,,,,,,mean,13.9,month,SD,15.4,,,,,,,,,,,,,,,,,,,,,12,32,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis,2009,2384,,,,,anxiety,a,,,Taylor Manifest Axiety Scale (20 item version),,,cat,symptom,≥9,elevated+,elevated anxiety levels,,,,,1,,,,,,,1,,,,,,mean,13.9,month,SD,15.4,,,,,,,,,,,,,,,,,,,,,10,34,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friedmann,2006,2369,,,,,depression,d,,,Beck Depression Inventory,BDI,,cat,symptom,≥10,mild+,,,,1,,,,,,,,,1,,,,,,mean,2.1,year,SD,1.9,range,0.003,9.6,year,,,,,,,,,,,,,,,,,18,,38,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friedmann,2006,2369,,,,,depression,d,,,Beck Depression Inventory,BDI,,cat,symptom,Oct-19,mild,,,1,,,,,,,,,,1,,,,,,mean,2.1,year,SD,1.9,range,0.003,9.6,year,,,,,,,,,,,,,,,,,12,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friedmann,2006,2369,,,,,depression,d,,,Beck Depression Inventory,BDI,,cat,symptom,≥20,moderate+,,,,,,1,,,,,,,1,,,,,,mean,2.1,year,SD,1.9,range,0.003,9.6,year,,,,,,,,,,,,,,,,,6,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friedmann,2006,2369,,,,,anxiety,a,,state anxiety,State-Trait Anxiety Inventory,STAI,state anxiety,cat,symptom,≥40,significant anxiety,,1,,,,,,,,,,,1,,,,,,mean,2.1,year,SD,1.9,range,0.003,9.6,year,,,,,,,,,,,,,,,,,,,32,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friedmann,2006,2369,,,,,anxiety,a,,trait anxiety,State-Trait Anxiety Inventory,STAI,trait anxiety,cat,symptom,≥40,significant anxiety,,1,,,,,,,,,,,1,,,,,,mean,2.1,year,SD,1.9,range,0.003,9.6,year,,,,,,,,,,,,,,,,,,,41,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friedmann,2006,2369,,,,,depression,d,,,Beck Depression Inventory,BDI,,cont,,,,,,,,,,,,,,,,2,5,5,,,<1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,mean,6.24,SD,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friedmann,2006,2369,,,,,anxiety,a,,state anxiety,State-Trait Anxiety Inventory,STAI,state anxiety,cont,,,,,,,,,,,,,,,,2,5,5,,,<1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,mean,33.1,SD,10.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friedmann,2006,2369,,,,,anxiety,a,,trait anxiety,State-Trait Anxiety Inventory,STAI,trait anxiety,cont,,,,,,,,,,,,,,,,2,5,5,,,<1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,mean,33.29,SD,11.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friedmann,2006,2369,,,,,depression,d,,,Beck Depression Inventory,BDI,,cont,,,,,,,,,,,,,,,,3,4,4,,,>1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,mean,11,SD,7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friedmann,2006,2369,,,,,anxiety,a,,state anxiety,State-Trait Anxiety Inventory,STAI,state anxiety,cont,,,,,,,,,,,,,,,,3,4,4,,,>1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,mean,34.12,SD,12.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friedmann,2006,2369,,,,,anxiety,a,,trait anxiety,State-Trait Anxiety Inventory,STAI,trait anxiety,cont,,,,,,,,,,,,,,,,3,4,4,,,>1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,mean,36.42,SD,10.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garnero,2014,2866,,,,,depression,d,,mood depression state,Depression was defined on the basis of documentation in medical records of any of the following: a) an outpatient diagnosis of depression formulated in any mental health setting/clinical visits performed by mental health practitioners (psychiatrists) or psychologists; b) an inpatient diagnosis of depression described in any mental health setting/clinical visits perfromed by mental health practitioners (psychiatrists or psychologists); c) documentation of depression medications' prescription,,,cat,diagnosis,presence,,,,,,,,,,,,,,1,,,,,,,2.1,year,,,,,,,,,,,,,,,,,,,,,,,10,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garnero,2014,2866,,,,,depression,d,,somewhat unclear what measure this refers to (HADS?),Depression Scale test,DS,,cont,,,,,,,,,,,,,yes,congestive heart failure,cardiac,1,,,,,,,2.1,year,,,,,,,,,,,,,,,,,,,,,,,,,,43,,mean,5.1,SD,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,mean,4.9,SD,3.2,,,,,,,,
Garnero,2014,2866,,,,,depression,d,,,Geriatric Depression Scale,GDS,,cont,,,,,,,,,,,,,yes,congestive heart failure,cardiac,1,,,,,,,2.1,year,,,,,,,,,,,,,,,,,,,,,,,,,,43,,mean,6.5,SD,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,mean,7.1,SD,3.5,,,,,,,,
Godemann,2001,2825,,,,,anxiety,a,,"The interview, which focuses on the diagnosis of anxiety disorders, registers both the presence of a mental disorder and the time at which it developed",Diagnostic Interview of Psychiatric Disease,DIPS,,cat,diagnosis,presence,,"Count all at timepoint (include those who developed pre ICD). Any anxiety disorder. Specifically, this population had agoraphobia and/or panic disorder.",,,,,,,,,,,,1,,,,,,mean,3.4,year,SD,1.8,,,,,yes,without anxiety disorder,58,with anxiety disorder ,11,3.5,1.8,,,,,,,,,,14,,,72,Includes 3 with anxiety disorders pre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godemann,2001,2825,,,,,depression,d,,Depressive disorder,Diagnostic Interview of Psychiatric Disease,DIPS,,cat,diagnosis,presence,,any depressive disorder,,,,,,,,,,,,1,,,,,,mean,3.4,year,SD,1.8,,,,,yes,without anxiety disorder,58,with anxiety disorder ,11,3.5,1.8,,,,,,,,,pool N with anxiety disorder and without,5,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godemann,2001,2825,,,,,subdiagnostic anxiety disorder,a,,newly developed subdiagnostic anxiety disorder was observed in 10 patients. This subthreshold group included  patients who had dysfunctional avoidance but lacked one of the DSM-III-R criteria for panic disorder or agoraphobia (47). ,Diagnostic Interview of Psychiatric Disease,DIPS,,cat,diagnosis,presence,,,,,,,,,,,,,,1,,,,,,mean,3.4,year,SD,1.8,,,,,yes,without anxiety disorder,58,with anxiety disorder ,11,3.5,1.8,,,,,,,,,,10,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godemann,2001,2825,Y,,,shock,anxiety,a,,"The interview, which focuses on the diagnosis of anxiety disorders, registers both the presence of a mental disorder and the time at which it developed",Diagnostic Interview of Psychiatric Disease,DIPS,,cat,diagnosis,presence,,"Count all at timepoint (include those who developed pre ICD). Any anxiety disorder. Specifically, this population had agoraphobia and/or panic disorder.",,,,,,,,,,,,1,,,,,,mean,3.4,year,SD,1.8,,,,,yes,without anxiety disorder,58,with anxiety disorder ,11,3.5,1.8,,,,,,,,,,10,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godemann,2001,2825,Y,,,no shock,anxiety,a,,"The interview, which focuses on the diagnosis of anxiety disorders, registers both the presence of a mental disorder and the time at which it developed",Diagnostic Interview of Psychiatric Disease,DIPS,,cat,diagnosis,presence,,"Count all at timepoint (include those who developed pre ICD). Any anxiety disorder. Specifically, this population had agoraphobia and/or panic disorder.",,,,,,,,,,,,1,,,,,,mean,3.4,year,SD,1.8,,,,,yes,without anxiety disorder,58,with anxiety disorder ,11,3.5,1.8,,,,,,,,,,1,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godemann,2004,2823,,,,,anxiety,a,check,panic disorder and/or agoraphobia,Diagnostic Interview of Psychiatric Disease,DIPS,,cat,diagnosis,presence,,,,,,,,,,,,,,1,,,,,,mean,3.5,year,SD,2,,,,,,,,,,,,,,,,,,,,,15,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godemann,2004,2823,,,,,depression,d,,Depressive disorder,Diagnostic Interview of Psychiatric Disease,DIPS,,cat,diagnosis,presence,,,,,,,,,,,,,,1,,,,,,mean,3.5,year,SD,2,,,,,,,,,,,,,,,,,,,,,12,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godemann,2004,2823,,,,,social phobia,a,check,,Diagnostic Interview of Psychiatric Disease,DIPS,,cat,diagnosis,presence,,,,,,,,,,,,,,1,,,,,,mean,3.5,year,SD,2,,,,,,,,,,,,,,,,,,,,,2,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godemann,2004,2823,,,,,specific phobia,a,check,,Diagnostic Interview of Psychiatric Disease,DIPS,,cat,diagnosis,presence,,,,,,,,,,,,,,1,,,,,,mean,3.5,year,SD,2,,,,,,,,,,,,,,,,,,,,,6,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godemann,2004,2823,Y,,,shock,anxiety,a,check,panic disorder and/or agoraphobia,Diagnostic Interview of Psychiatric Disease,DIPS,,cat,diagnosis,presence,,,,,,,,,,,,,,1,,,,,,mean,3.5,year,SD,2,,,,,,,,,,,,,,,,,,,,,13,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godemann,2004,2823,Y,,,no shock,anxiety,a,check,panic disorder and/or agoraphobia,Diagnostic Interview of Psychiatric Disease,DIPS,,cat,diagnosis,presence,,,,,,,,,,,,,,1,,,,,,mean,3.5,year,SD,2,,,,,,,,,,,,,,,,,,,,,2,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gostoli,2016,2326,,,,,depression,d,,,Structured Clinical Interview for DSM-IV-TR Disorders,SCID,,cat,diagnosis,presence,,,,,,,,,,,,,,1,1,1,,,pre-implant,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gostoli,2016,2326,,,,,anxiety,a,,,Structured Clinical Interview for DSM-IV-TR Disorders,SCID,,cat,diagnosis,presence,,,,,,,,,,,,,,1,1,1,,,pre-implant,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habibović,2014,2262,,,,,anxiety,a,,,General Anxiety Disorder scale,GAD-7,,cont,,,,,,,,,,,,,,,,1,2,2,,,within 2 weeks,mean,9.9,day,,,,,,,,,,,,,,,,,,,,,,,,,,143,,mean,4.03,SD,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habibović,2014,2262,,,,,anxiety,a,,,General Anxiety Disorder scale,GAD-7,,cont,,,,,,,,,,,,,,,,2,,,3,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,usual care group,mean,2.5,SD,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habibović,2014,2262,,,,,depression,d,,,Patient Health Questionnaire,PHQ-9,,cont,,,,,,,,,,,,,,,,1,2,2,,,within 2 weeks,mean,9.9,day,,,,,,,,,,,,,,,,,,,,,,,,,,143,,mean,5.37,SD,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habibović,2014,2262,,,,,depression,d,,,Patient Health Questionnaire,PHQ-9,,cont,,,,,,,,,,,,,,,,2,,,3,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,usual care group,mean,4,SD,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habibović,2017,2257,,,,,ptsd,p,,"symptoms of PTSD. The PDS was adapted for the purpose of this study, such that patients were asked to evaluate their level of PTSD symptoms with the ICD implantation being the potential traumatic event.",Posttraumatic Stress Diagnostic Scale,PDS,,cat,symptom,positive score on all three criteria,likely,likely PTSD diagnosis,1,,,,,,,,,,,2,,,3,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habibović,2017,2257,,,,,ptsd,p,,"symptoms of PTSD. The PDS was adapted for the purpose of this study, such that patients were asked to evaluate their level of PTSD symptoms with the ICD implantation being the potential traumatic event.",Posttraumatic Stress Diagnostic Scale,PDS,,cat,symptom,positive score on all three criteria,likely,likely PTSD diagnosis,1,,,,,,,,,,,3,,,6,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habibović,2017,2257,,,,,ptsd,p,,"symptoms of PTSD. The PDS was adapted for the purpose of this study, such that patients were asked to evaluate their level of PTSD symptoms with the ICD implantation being the potential traumatic event.",Posttraumatic Stress Diagnostic Scale,PDS,,cat,symptom,positive score on all three criteria,likely,likely PTSD diagnosis,1,,,,,,,,,,,4,,,12,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habibović,2017,2257,,,,,anxiety,a,,,General Anxiety Disorder scale,GAD-7,,cat,symptom,≥10,presence of symptoms,presence of anxiety symptomatology,1,,,,,,,,,,,1,2,2,,,within 10 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habibović,2017,2257,,,,,anxiety,a,,,General Anxiety Disorder scale,GAD-7,,cat,symptom,≥10,presence of symptoms,presence of anxiety symptomatology,1,,,,,,,,,,,2,,,3,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habibović,2017,2257,,,,,anxiety,a,,,General Anxiety Disorder scale,GAD-7,,cat,symptom,≥10,presence of symptoms,presence of anxiety symptomatology,1,,,,,,,,,,,3,,,6,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habibović,2017,2257,,,,,anxiety,a,,,General Anxiety Disorder scale,GAD-7,,cat,symptom,≥10,presence of symptoms,presence of anxiety symptomatology,1,,,,,,,,,,,4,,,12,month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habibović,2020,2255,,,,,anxiety,a,,,General Anxiety Disorder scale,GAD-7,,cat,symptom,≥10,probable clinical,presence of probable levels of clinical anxiety,1,,,,,,,,,,,1,2,2,,,within 10 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habibović,2020,2255,,,,,anxiety,a,,,Hospital Anxiety and Depression Scale,HADS,,cat,symptom,≥8,probable clinical,presence of probable levels of clinical anxiety,,,1,,,,,,,,,1,2,2,,,within 10 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
